Matrix,v1Code,V2 Code,Analyte,Analyte Code,Common Method Name,Extraction reagents/formulation,Extraction Ratio,Extraction Basis,Extraction Time,Analyte Measurement Method,Observation Category,Reporting Unit,Acceptance,Status,Citation Organization,Citation,Citation Link,Row Added Date,Row Changed Date,Change Comment,Notes
PLANT,,L_MODV2_PLANT_AL_001,aluminum,AL,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, HF",,,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. ""Method 3052: Acid Digestion of Sediments, Sludges, and Soils,"" Revision 2. Washington, DC.",https://www.epa.gov/sites/default/files/2015-06/documents/epa-3052.pdf,2026-04-02T12:00:00Z,,,
PLANT,B-AL.02.04,L_MODV2_PLANT_AL_002,aluminum,AL,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected from kg/ha to mg/kg per WERA B-4.25 Calculations: Mn, Al, Fe → mg/kg nearest 1",
PLANT,B-AL.13.04,L_MODV2_PLANT_AL_003,aluminum,AL,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-AL.13.04,L_MODV2_PLANT_AL_004,aluminum,AL,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry or Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
PLANT,B-AL.12.04,L_MODV2_PLANT_AL_005,aluminum,AL,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, HCl, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected to mg/kg per Kalra 1998 Ch.7 Table 7.1 (ICP-AES results in mg/kg),
PLANT,B-AL.11.04,L_MODV2_PLANT_AL_006,aluminum,AL,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg to mg/kg per Kalra 1998 Ch.6 trace element calculation formula,
PLANT,,L_MODV2_PLANT_AL_007,aluminum,AL,Muffle Furnace Dry Ashing,HCl,Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_AL_008,aluminum,AL,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Varies,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,Measured using ED-PXRF
PLANT,,L_MODV2_PLANT_AL_009,aluminum,AL,Laser Induced Breakdown Spectroscopy (LIBS),,,,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-AL.12.13,L_MODV2_PLANT_AL_010,aluminum,AL,Calculation,Al (CC),,,,,MEASURED,kg/ha,OFFICIAL,RETIRED,,,,2026-04-02T12:00:00Z,,,carry over from v1
PLANT,,L_MODV2_PLANT_NH4N_001,ammonium-nitrogen,NH4N,Acetic Acid,2% acetic acid,,,,Diffusion Conductivity,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per WERA B-3.10 Calculations: NH4-N → mg/kg nearest 10,
PLANT,B-NH4.01.08,L_MODV2_PLANT_NH4N_002,ammonium-nitrogen,NH4N,Acetic Acid,2% acetic acid,Varies,m/m,,Spectrophotometric/Berthelot,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from % to mg/kg per WERA B-3.10 Calculations: NH4-N → mg/kg nearest 10,
PLANT,B-NH4.08,L_MODV2_PLANT_NH4N_003,ammonium-nitrogen,NH4N,Acetic Acid,2% acetic acid,,,,Steam Distillation,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from % to mg/kg per WERA B-3.10 Calculations: NH4-N → mg/kg nearest 10,
PLANT,B-NH4.09.01,L_MODV2_PLANT_NH4N_004,ammonium-nitrogen,NH4N,Water,Water,Varies,,,Spectrophotometric/Berthelot,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 11. Determination of Ammonium-Nitrogen in Plant Tissue Plant Tissue. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-AS.10.06,L_MODV2_PLANT_AS_001,arsenic,AS,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per WERA B-4.25,Analyte not listed in reference
PLANT,B-AS.11.04,L_MODV2_PLANT_AS_002,arsenic,AS,"Acid Wet Digestion, Open Vessel w/ Hydride Generation","HNO3, HClO4",Varies,m/m,,HG-AAS,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 23. Determination of Arsenic and Mercury in Plant Tissue . Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-AS.10.06,L_MODV2_PLANT_AS_003,arsenic,AS,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 23 Determination of Arsenic and Mercury in Plant Tissue; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected to mg/kg per Kalra 1998 Ch.23 (normal range 0.02-7 mg As/kg),
PLANT,B-AS.11.04,L_MODV2_PLANT_AS_004,arsenic,AS,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Direct,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-BA.10.06,L_MODV2_PLANT_BA_001,barium,BA,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected to mg/kg per WERA B-4.25 Comment 8: Ba explicit trace metal → mg/kg,
PLANT,B-BA.10.04,L_MODV2_PLANT_BA_002,barium,BA,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
PLANT,,L_MODV2_PLANT_BA_003,barium,BA,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Direct,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-TDB.04,L_MODV2_PLANT_BIOMASS_DRY_001,"biomass, total dry",BIOMASS_DRY,,,,,,Gravimetric,MEASURED,mg,OFFICIAL,RETIRED,,,,2026-04-02T12:00:00Z,,,
PLANT,B-TWB.03,L_MODV2_PLANT_BIOMASS_WET_001,"biomass, total wet",BIOMASS_WET,,,,,,Gravimetric,MEASURED,mg,OFFICIAL,RETIRED,,,,2026-04-02T12:00:00Z,,,
PLANT,B-B.02.04,L_MODV2_PLANT_B_001,boron,B,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,ICP-OES,MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.30. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg,
PLANT,B-B.10.04,L_MODV2_PLANT_B_002,boron,B,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",,,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-B.04.04,L_MODV2_PLANT_B_003,boron,B,Muffle Furnace Dry Ashing,HCl,Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_B_004,boron,B,Laser Induced Breakdown Spectroscopy (LIBS),,,,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_BR_001,bromide,BR,perchloric acid extract,HClO4,Varies,m/m,,ISE,MEASURED,%,OFFICIAL,VALID,,"Villa, Alberto. (1979). Rapid method for determining fluoride in vegetation using an ion-selective electrode. Analyst. 104. 10.1039/an9790400545.",,2026-04-02T12:00:00Z,,,Analyte not listed in reference
PLANT,,L_MODV2_PLANT_BR_002,bromide,BR,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, HCl, H2O2",Varies,m/m,,ISE,MEASURED,mg/kg,OFFICIAL,RETIRED,WEPAL,"Šucman, Emanuel & Bednář, Jiří. (2012). Determination of Fluoride in Plant Material using Microwave Induced Oxygen Combustion. Acta Veterinaria Brno. 81. 10.2754/avb201281030319.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_CD_001,cadmium,CD,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per WERA B-4.25 Comment 8: Cd explicit trace metal → mg/kg,sample size (0.5g) detection limit (25)
PLANT,B-CD.10.04,L_MODV2_PLANT_CD_002,cadmium,CD,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
PLANT,,L_MODV2_PLANT_CD_003,cadmium,CD,Muffle Furnace Dry Ashing,HNO3,Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 24 Determination of Cadmium, Chromium, Cobalt, Lead, and Nickel in Plant Tissue. and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry.  Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_CD_004,cadmium,CD,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Direct,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-CA.02.04,L_MODV2_PLANT_CA_001,calcium,CA,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,"UoM corrected from kg/ha to % per WERA B-4.25 Calculations: P,K,S,Ca,Mg,Na → % nearest 0.001%",
PLANT,B-CA.10.04,L_MODV2_PLANT_CA_002,calcium,CA,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Direct,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry or Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_CA_003,calcium,CA,"Microwave-Assisted Acid Digestion, Open Vessel","HNO3, HCl, H2O2",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 7. Microwave Digestion of Plant Tissue in an Open Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-CA.05.04,L_MODV2_PLANT_CA_004,calcium,CA,"Acid Wet Digestion, Open Vessel","HNO3, HClO4",Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 6 Nitric-Perchloric Acid Wet Digestion in an Open Vessel; Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy, and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,B-CA.04.04,L_MODV2_PLANT_CA_005,calcium,CA,Muffle Furnace Dry Ashing,HCl,Varies,m/m,,"ICP-OES, AAS",MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 5 High-Temperature Oxidation: Dry Ashing, Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy,and Ch. 20. Elemental Determination by Atomic Absorpotion  Spectophotometry. Taylor & Francis Group .",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_CA_006,calcium,CA,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Varies,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_CA_007,calcium,CA,Laser Induced Breakdown Spectroscopy (LIBS),,,,,LIBS Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-TC.03,L_MODV2_PLANT_TC_001,"carbon, total",TC,Dry Combustion,O2,Varies,m/m,,Thermal Conductivity / IR,MEASURED,%,OFFICIAL,VALID,AOAC International,"AOAC. (1990.) Method 972.43. Microchemical determination of carbon, hydrogen, and nitrogen — Automated method. In Official methods of analysis (15th ed., p. 341). AOAC International",,2026-04-02T12:00:00Z,,,
PLANT,B-CL.14.11,L_MODV2_PLANT_CL_001,chloride,CL,Acetic Acid,2% acetic acid,,,,Coulometric titration,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to % per WERA B-3.10 Calculations: K and Cl → % nearest 0.01%,
PLANT,B-CL.09.02,L_MODV2_PLANT_CL_002,chloride,CL,Acetic Acid,2% acetic acid,Varies,m/m,,ISE,MEASURED,%,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-3.10. Extractable Potassium, Nitrate, Ammonium, Ortho-Phosphate, and Chloride of Botanical Materials.",,2026-04-02T12:00:00Z,,,
PLANT,B-CL.01.01,L_MODV2_PLANT_CL_003,chloride,CL,deionized water,Deionized Water,Varies,m/m,,Spectrophotometric/Mercuric thiocyanate,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 14. Determination of Chloride in Plant Tissue. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,
PLANT,,L_MODV2_PLANT_CL_004,chloride,CL,Nitric Acid,"HNO3, 0.01 M AgNO3",,,,Potentiometric,MEASURED,%,OFFICIAL,RETIRED,,"Frankenberger, W.T., M.A. Tabatabai, D.C. Adriano, and H.E. Doner. 1996. Bromine, chlorine, and fluorine. In: Sparks, D.L., A.L. Page, P.A. Helmke, R.H. Loeppert, P.N. Soltanpour, M.A. Tabatabai, C.T. Johnston, and M.E. Sumner, editors, Methods of Soil Analysis. Part 3. Chemical Methods. SSSA Book Ser. 5.3. SSSA and ASA, Madison, WI. p. 833-867.
Jones Jr., J.B., and V.W. Case. 1990. Sampling, handling, and analyzing plant tissue samples. In: Westerman, R.L., editor, Soil Testing and Plant Analysis. SSSA Book Ser. 3. 3rd ed. SSSA, Madison, WI. p. 389–427.",,2026-04-02T12:00:00Z,,,sample size (0.5g) detection limit (0.1)
PLANT,,L_MODV2_PLANT_CLEL_001,chlorine,CLEL,Energy Dispersive X-Ray Fluorescence (ED-XRF),,Varies,m/m,,ED-XRF Instrument,MEASURED,%,OFFICIAL,VALID,,"de Carvalho, G.G. Arantes, M.B. Guerra, A. Adame, C.S. Nomura, P.V. Oliveira, H.W.P. de Carvalho, D. Santos, L.C. Nunes, and F.J. Krug. ""Recent advances in LIBS and XRF for the analysis of plants."" Journal of Analytical Atomic Spectrometry 33, no. 6 (2018): 919-944.",,2026-04-02T12:00:00Z,,,
PLANT,B-CR.11.04,L_MODV2_PLANT_CR_001,chromium,CR,"Acid Wet Digestion, Open Vessel","HNO3, H2O2",,,,"ICP-OES, AAS",MEASURED,mg/kg,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 2013, WERA-103. Method B-4.25. Phosphorus, Potassium, Sulfur, Calcium, Magnesium Sodium, Zinc, Manganese, Copper, Iron and Molybdenum of Botanical Materials",,2026-04-02T12:00:00Z,2026-04-07T12:00:00Z,UoM corrected from kg/ha to mg/kg per WERA B-4.25 Comment 8: Cr explicit trace metal → mg/kg,
PLANT,B-CR.10.04,L_MODV2_PLANT_CR_002,chromium,CR,"Microwave-Assisted Acid Digestion, Closed Vessel","HNO3, H2O2",Varies,m/m,,ICP-OES,MEASURED,%,OFFICIAL,VALID,SPAC,"Kalra, Y. P. (ed.). (1998). Handbook of Reference Methods for Plant Analysis. Ch. 8. Microwave Digestion of Plant Tissue in a Closed Vessel and Ch. 21 Elemental Determination by Inductively Coupled Plasma Atomic Emission Spectroscopy. Taylor & Francis Group.",https://www.google.com/books/edition/Handbook_of_Reference_Methods_for_Plant/wLggXPmhY18C?hl=en&gbpv=0,2026-04-02T12:00:00Z,,,Analyte not listed in Reference
